Progress,Duration (in seconds),Finished,QID1,Q1,Q2,Q2_4_TEXT,Q3,Q4,Q4_10_TEXT,Q5,Q6,Q6_8_TEXT,Q7,Q8,Q8_5_TEXT,Q9,Q9_5_TEXT,Q10,Q11,Q11_7_TEXT,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q13_1,Q13_2,Q13_3,Q13_4,Q14_1,Q15_1,Q16_1,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q18
100,1102,TRUE,Yes,,Male,,45-54 years old,Doctorate degree,,Yes,,,,"Wellbeing of myself and my family,Peer pressure,Other",Wellbeing of our students,Contact tracing app (apps that give you alert on any interaction with people tested positive for coronavirus),,"Government said more than 60% of people need to use this app to trace the appropriate contact, but I guess just a few people people installed and use it.","Once the pandemic ends,If I become aware of any privacy breach,If I see targeted ads,If I experience device-related issues(too much memory usage, too many notifications, too much battery drain etc.)",,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Agree,Agree,Agree,Neutral,Disagree,Neutral,Neither,Comfortable,Comfortable,Comfortable,Neither,Comfortable,
100,501,TRUE,Yes,India,Male,,35-44 years old,Doctorate degree,,Yes,,,,"Wellbeing of myself and my family,Instruction from the government",,Self-assessment app (apps that check symptoms),,panic,"Once the pandemic ends,When it is no longer mandated by the government (local/federal),If I become aware of any privacy breach,If I experience device-related issues(too much memory usage, too many notifications, too much battery drain etc.)",,Uncomfortable,Neutral,Very uncomfortable,Uncomfortable,Comfortable,Neutral,Disagree,Disagree,Agree,Disagree,Disagree,Uncomfortable,Uncomfortable,Uncomfortable,Uncomfortable,Uncomfortable,Uncomfortable,There should be an app that can help me reach out to the health professionals rather than gathering my data.
100,1540,TRUE,Yes,Bangladesh,Male,,25-34 years old,Bachelor's degree,,No,"I don't think these apps can make accurate predictions,I don't believe these coronavirus apps are useful,I generally install/use very few apps,For privacy concerns,It is not mandatory in my country of residence",,Privacy protection ,,,,,,,,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,
100,245,TRUE,Yes,Uganda,Female,,35-44 years old,Doctorate degree,,No,It is not mandatory in my country of residence,,If I had to use an app I dot think I would have any concerns ,,,,,,,,Uncomfortable,Uncomfortable,Uncomfortable,Uncomfortable,Uncomfortable,Agree,Disagree,Neutral,Disagree,Disagree,Disagree,Uncomfortable,Neither,Uncomfortable,Uncomfortable,Very uncomfortable,Uncomfortable,
100,342,TRUE,Yes,India,Female,,18-24 years old,Bachelor's degree,,Yes,,,,"Wellbeing of myself and my family,Instruction from the government",,Contact tracing app (apps that give you alert on any interaction with people tested positive for coronavirus),,,"Once the pandemic ends,If I become aware of any privacy breach,If I get inaccurate information,If I see targeted ads,If I experience device-related issues(too much memory usage, too many notifications, too much battery drain etc.)",,Comfortable,Comfortable,Uncomfortable,Uncomfortable,Comfortable,Agree,Disagree,Agree,Strongly disagree,Disagree,Disagree,Comfortable,Comfortable,Uncomfortable,Comfortable,Uncomfortable,Comfortable,
100,324,TRUE,Yes,India,Male,,25-34 years old,Master's degree,,Yes,,,,Instruction from the government,,"Coronavirus information app (apps that provide information, i.e., apps with map, visualization etc),Self-assessment app (apps that check symptoms),Contact tracing app (apps that give you alert on any interaction with people tested positive for coronavirus)",,,"Once the pandemic ends,When it is no longer mandated by the government (local/federal)",,Very comfortable,Very comfortable,Neutral,Neutral,Comfortable,Strongly agree,Neutral,Agree,Agree,Neutral,Neutral,Comfortable,Comfortable,Neither,Comfortable,Comfortable,Neither,
100,362,TRUE,Yes,India,Male,,18-24 years old,Master's degree,,Yes,,,,Other,To see the patterns changing day by day and to amke some statistical analysis.,"Coronavirus information app (apps that provide information, i.e., apps with map, visualization etc)",,,When it is no longer mandated by the government (local/federal),,Very uncomfortable,Neutral,Neutral,Neutral,Comfortable,Strongly agree,Neutral,Strongly agree,Neutral,Strongly disagree,Neutral,Comfortable,Very comfortable,Neither,Very comfortable,Neither,Neither,
100,192,TRUE,Yes,India,Male,,25-34 years old,Bachelor's degree,,Yes,,,,"Wellbeing of myself and my family,Instruction from the government",,"Coronavirus information app (apps that provide information, i.e., apps with map, visualization etc),Contact tracing app (apps that give you alert on any interaction with people tested positive for coronavirus)",,,"Once the pandemic ends,If I become aware of any privacy breach,If I get inaccurate information",,Uncomfortable,Comfortable,Very uncomfortable,Neutral,Neutral,Agree,Disagree,Neutral,Disagree,Agree,Agree,Comfortable,Comfortable,Uncomfortable,Neither,Uncomfortable,Comfortable,
100,467,TRUE,Yes,Bangladesh,Male,,25-34 years old,Master's degree,,Yes,,,,"Wellbeing of myself and my family,Curiosity",,Self-assessment app (apps that check symptoms),, a developer i want to check the UI ,If I get inaccurate information,,Uncomfortable,Uncomfortable,Uncomfortable,Very uncomfortable,Comfortable,Neutral,Disagree,Strongly disagree,Strongly agree,Neutral,Strongly disagree,Uncomfortable,Uncomfortable,Uncomfortable,Uncomfortable,Very comfortable,Neither,Tracing app doesnot work accurately.   
100,370,TRUE,Yes,India,Female,,18-24 years old,Bachelor's degree,,No,For privacy concerns,,Transparency and accountability,,,,,,,,Uncomfortable,Comfortable,Uncomfortable,Neutral,Comfortable,Agree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Uncomfortable,Comfortable,Uncomfortable,Uncomfortable,Very uncomfortable,Uncomfortable,
100,564,TRUE,Yes,,Female,,25-34 years old,Master's degree,,Yes,,,,Wellbeing of myself and my family,,"Coronavirus information app (apps that provide information, i.e., apps with map, visualization etc),Self-assessment app (apps that check symptoms),Contact tracing app (apps that give you alert on any interaction with people tested positive for coronavirus)",,,"If I become aware of any privacy breach,If I see targeted ads,If I experience device-related issues(too much memory usage, too many notifications, too much battery drain etc.)",,Uncomfortable,Uncomfortable,Uncomfortable,Uncomfortable,Uncomfortable,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Uncomfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,
100,430,TRUE,Yes,India,Female,,25-34 years old,Master's degree,,Yes,,,,"Wellbeing of myself and my family,Curiosity",,"Coronavirus information app (apps that provide information, i.e., apps with map, visualization etc)",,Details regarding the pandemic were not being clarified or right information was not being given,If I get inaccurate information,,Uncomfortable,Neutral,Uncomfortable,Uncomfortable,Very comfortable,Neutral,Disagree,Agree,Neutral,Disagree,Disagree,Neither,Uncomfortable,Uncomfortable,Neither,Uncomfortable,Neither,Provide accurate information about the pandemic and please respect the dead for their souls need to rest. Please inform the family of the patients prognosis for they worry
100,245,TRUE,Yes,Bangladesh,Male,,25-34 years old,Bachelor's degree,,Yes,,,,Curiosity,,Self-assessment app (apps that check symptoms),,,"Once the pandemic ends,If I become aware of any privacy breach,If I get inaccurate information",,Uncomfortable,Uncomfortable,Uncomfortable,Uncomfortable,Uncomfortable,Agree,Neutral,Agree,Disagree,Neutral,Disagree,Neither,Uncomfortable,Uncomfortable,Uncomfortable,Uncomfortable,Uncomfortable,
100,1187,TRUE,Yes,India,Female,,25-34 years old,Master's degree,,No,"I generally install/use very few apps,For privacy concerns",,,,,,,,,,Comfortable,Very comfortable,Uncomfortable,Very comfortable,Very comfortable,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Comfortable,Comfortable,Comfortable,Comfortable,Very comfortable,Very comfortable,area specific data about positive covid patients must be reflected through this app
100,453,TRUE,Yes,Bangladesh,Male,,18-24 years old,Master's degree,,No,"For device-related concerns (too much memory usage, too many notifications, too much battery drain etc.),I don't think these apps can make accurate predictions,I don't believe these coronavirus apps are useful",,If the app is really beneficial and convenient to use. ,,,,,,,,Uncomfortable,Comfortable,Neutral,Comfortable,Very comfortable,Agree,Disagree,Neutral,Strongly disagree,Disagree,Strongly agree,Uncomfortable,Comfortable,Uncomfortable,Neither,Very uncomfortable,Neither,
100,175,TRUE,Yes,India,Male,,18-24 years old,Bachelor's degree,,Yes,,,,Curiosity,,"Coronavirus information app (apps that provide information, i.e., apps with map, visualization etc)",,,Once the pandemic ends,,Neutral,Comfortable,Very uncomfortable,Uncomfortable,Comfortable,Neutral,Neutral,Neutral,Agree,Agree,Disagree,Neither,Comfortable,Comfortable,Comfortable,Comfortable,Uncomfortable,
100,392,TRUE,Yes,Bangladesh,Male,,25-34 years old,Master's degree,,No,I generally install/use very few apps,,Unwanted meeting with covid-19 affected people  ,,,,,,,,Neutral,Neutral,Uncomfortable,Neutral,Comfortable,Neutral,Neutral,Agree,Neutral,Disagree,Disagree,Comfortable,Comfortable,Neither,Comfortable,Neither,Neither,No
100,492,TRUE,Yes,Bangladesh,Male,,25-34 years old,Bachelor's degree,,No,I don't think these apps can make accurate predictions,,,,,,,,,,Uncomfortable,Neutral,Uncomfortable,Neutral,Neutral,Agree,Disagree,Agree,Neutral,Neutral,Disagree,Neither,Uncomfortable,Uncomfortable,Comfortable,Neither,Uncomfortable,
100,547,TRUE,Yes,,Male,,25-34 years old,Doctorate degree,,Yes,,,,"Wellbeing of myself and my family,Instruction from the government,Curiosity",,Other,Arogya Sethu by Indian government,,"Once the pandemic ends,If I get inaccurate information",,Neutral,Neutral,Uncomfortable,Uncomfortable,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Comfortable,Comfortable,Comfortable,Comfortable,Very comfortable,,"Covid-19 spreading too much so please avoid social gatherings like malls theatre, schools universities where most gathering will be there which is dangarous , encourage online proceedures where ever possible save people"
100,531,TRUE,Yes,Bangladesh,Male,,25-34 years old,Bachelor's degree,,No,"For device-related concerns (too much memory usage, too many notifications, too much battery drain etc.)",,,,,,,,,,Neutral,Comfortable,Uncomfortable,Neutral,Comfortable,Agree,Neutral,Agree,Neutral,Neutral,Disagree,Comfortable,Comfortable,Neither,Comfortable,Neither,Comfortable,No
100,293,TRUE,Yes,India,Female,,35-44 years old,Master's degree,,Yes,,,,"Wellbeing of myself and my family,Curiosity",,"Self-assessment app (apps that check symptoms),Contact tracing app (apps that give you alert on any interaction with people tested positive for coronavirus)",,,"If I become aware of any privacy breach,If I get inaccurate information",,Very uncomfortable,Neutral,Very uncomfortable,Very uncomfortable,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neither,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,
100,289,TRUE,Yes,,I prefer not to answer,,I prefer not to answer,I prefer not to answer,,No,Other,,,,,,,,,,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Neutral,Neutral,Neutral,Neutral,Disagree,Disagree,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,
100,327,TRUE,Yes,,Male,,25-34 years old,Master's degree,,Yes,,,,Instruction from the government,,"Coronavirus information app (apps that provide information, i.e., apps with map, visualization etc),Contact tracing app (apps that give you alert on any interaction with people tested positive for coronavirus)",,No,"When it is no longer mandated by the government (local/federal),If I become aware of any privacy breach,If I get inaccurate information,If I see targeted ads",,Uncomfortable,Neutral,Uncomfortable,Neutral,Comfortable,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neither,Neither,Neither,Neither,Neither,Neither,Nothing as such
100,250,TRUE,Yes,United States,Male,,25-34 years old,Master's degree,,Yes,,,,Wellbeing of myself and my family,,"Coronavirus information app (apps that provide information, i.e., apps with map, visualization etc),Contact tracing app (apps that give you alert on any interaction with people tested positive for coronavirus)",,,"Once the pandemic ends,If I get inaccurate information",,Very uncomfortable,Very uncomfortable,Uncomfortable,Uncomfortable,Comfortable,Agree,Neutral,Neutral,Neutral,Strongly agree,Disagree,Neither,Comfortable,Neither,Neither,Neither,Comfortable,
100,386,TRUE,Yes,Bangladesh,Male,,18-24 years old,Bachelor's degree,,Yes,,,,Other,is it really helpful or informative,Self-assessment app (apps that check symptoms),,,"If I see targeted ads,If I experience device-related issues(too much memory usage, too many notifications, too much battery drain etc.)",,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Neutral,Neutral,Disagree,Disagree,Agree,Agree,Disagree,Neither,Comfortable,Uncomfortable,Comfortable,Comfortable,Comfortable,
100,385,TRUE,Yes,,Female,,35-44 years old,Doctorate degree,,No,"I generally install/use very few apps,For privacy concerns,It is not mandatory in my country of residence",,Seeing a great benefit that outweigh risks,,,,,,,,Uncomfortable,Uncomfortable,Uncomfortable,Uncomfortable,Neutral,Agree,Disagree,Neutral,Strongly disagree,Neutral,Disagree,Very uncomfortable,Comfortable,Neither,Neither,Very uncomfortable,Very uncomfortable,
100,437,TRUE,Yes,Bangladesh,Female,,25-34 years old,Master's degree,,No,"I don't believe these coronavirus apps are useful,I generally install/use very few apps",,chance of getting COVID-19,,,,,,,,Neutral,Neutral,Neutral,Neutral,Very uncomfortable,Agree,Disagree,Neutral,Strongly disagree,Agree,Disagree,Uncomfortable,Comfortable,Uncomfortable,Comfortable,Uncomfortable,Comfortable,i hope they Don't keep sending same messages continuousl.     
100,1626,TRUE,Yes,Indonesia,Female,,35-44 years old,Doctorate degree,,No,"I don't think these apps can make accurate predictions,It is not mandatory in my country of residence",,Validation of the application,,,,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly agree,Neutral,Neutral,Strongly disagree,Agree,Disagree,Very uncomfortable,Very uncomfortable,Uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,
100,257,TRUE,Yes,India,Female,,25-34 years old,Master's degree,,No,For privacy concerns,,High security,,,,,,,,Neutral,Comfortable,Very uncomfortable,Uncomfortable,Comfortable,Agree,Neutral,Neutral,Disagree,Disagree,Disagree,Comfortable,Comfortable,Comfortable,Comfortable,Uncomfortable,Neither,No
100,447,TRUE,Yes,Bangladesh,Female,,18-24 years old,Bachelor's degree,,No,I generally install/use very few apps,,,,,,,,,,Neutral,Comfortable,Neutral,Comfortable,Comfortable,Agree,Neutral,Agree,Agree,Neutral,Agree,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,
100,223,TRUE,Yes,American Samoa,Female,,55-64 years old,Below high school,,Yes,,,,Other,,Other,,,Other,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Disagree,Neutral,Neutral,Very comfortable,Uncomfortable,,Comfortable,Neither,Neither,
100,185,TRUE,Yes,India,Male,,55-64 years old,Bachelor's degree,,Yes,,,,"Wellbeing of myself and my family,Instruction from the government",,"Coronavirus information app (apps that provide information, i.e., apps with map, visualization etc),Self-assessment app (apps that check symptoms)",,,"Once the pandemic ends,When it is no longer mandated by the government (local/federal)",,Neutral,Neutral,Uncomfortable,Uncomfortable,Neutral,Neutral,Disagree,Disagree,Disagree,Agree,Agree,Neither,Neither,Uncomfortable,Uncomfortable,Uncomfortable,Comfortable,
100,7283,TRUE,Yes,India,Male,,25-34 years old,Master's degree,,Yes,,,,"Instruction from the government,Curiosity",,"Coronavirus information app (apps that provide information, i.e., apps with map, visualization etc)",,,"If I become aware of any privacy breach,If I see targeted ads,If I experience device-related issues(too much memory usage, too many notifications, too much battery drain etc.)",,Very uncomfortable,Neutral,Uncomfortable,Neutral,Very comfortable,Agree,Strongly agree,Neutral,Strongly agree,Neutral,Strongly disagree,Comfortable,Very comfortable,Comfortable,Neither,Comfortable,Very uncomfortable,
100,321,TRUE,Yes,Canada,Female,,45-54 years old,Master's degree,,Yes,,,,"Wellbeing of myself and my family,Curiosity",,Self-assessment app (apps that check symptoms),,,"If I get inaccurate information,If I see targeted ads,Other",insufficient users to provide accurate data,Comfortable,Neutral,Very uncomfortable,Comfortable,Very uncomfortable,Strongly agree,Strongly disagree,Agree,Strongly disagree,Agree,Disagree,Comfortable,Very comfortable,Uncomfortable,Comfortable,Very uncomfortable,Very uncomfortable,"You have a spelling mistake in the above sentence. I'm concerned having sports teams getting tested daily will use resources that should be devoted to front line workers, especially Teachers. "
100,226,TRUE,Yes,United States,Male,,45-54 years old,Master's degree,,Yes,,,,Curiosity,,"Coronavirus information app (apps that provide information, i.e., apps with map, visualization etc)",,,Once the pandemic ends,,Very uncomfortable,Comfortable,Comfortable,Comfortable,Comfortable,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Disagree,Disagree,Comfortable,Uncomfortable,Uncomfortable,Comfortable,Uncomfortable,Comfortable,
100,290,TRUE,Yes,India,Female,,25-34 years old,Master's degree,,Yes,,,,"Wellbeing of myself and my family,Instruction from the government,Curiosity",,"Coronavirus information app (apps that provide information, i.e., apps with map, visualization etc),Self-assessment app (apps that check symptoms),Contact tracing app (apps that give you alert on any interaction with people tested positive for coronavirus)",,,"Once the pandemic ends,When it is no longer mandated by the government (local/federal),If I become aware of any privacy breach,If I get inaccurate information,If I see targeted ads,If I experience device-related issues(too much memory usage, too many notifications, too much battery drain etc.)",,Uncomfortable,Neutral,Uncomfortable,Neutral,Comfortable,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Neither,Neither,Neither,Comfortable,Comfortable,Comfortable,
100,614,TRUE,Yes,Bangladesh,Male,,18-24 years old,Bachelor's degree,,No,"I don't think these apps can make accurate predictions,I generally install/use very few apps,For privacy concerns,It is not mandatory in my country of residence",,,,,,,,,,Neutral,Comfortable,Very uncomfortable,Very uncomfortable,Comfortable,Agree,Disagree,Neutral,Disagree,Agree,Agree,Very uncomfortable,Neither,Neither,Neither,Neither,Neither,
100,261,TRUE,Yes,India,Female,,25-34 years old,Master's degree,,No,"For device-related concerns (too much memory usage, too many notifications, too much battery drain etc.),For privacy concerns",,"If the privacy issues are sorted in the app, especially in my country",,,,,,,,Very uncomfortable,Uncomfortable,Very uncomfortable,Very uncomfortable,Comfortable,Agree,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Comfortable,Comfortable,Comfortable,Comfortable,Uncomfortable,Very uncomfortable,N/A
100,1019,TRUE,Yes,India,Female,,35-44 years old,Master's degree,,No,Other,I don't believe tracking numbers are anyway helpful than just creating panic.,Better health infrastructure.,,,,,,,,Uncomfortable,Neutral,Very uncomfortable,Very uncomfortable,Comfortable,Neutral,Neutral,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Comfortable,Very uncomfortable,Uncomfortable,Very uncomfortable,Very uncomfortable,Neither,Arogya setu app has lot of gaps in it so I don't trust that app.
100,620,TRUE,Yes,United States,Female,,18-24 years old,Bachelor's degree,,Yes,,,,Curiosity,,"Coronavirus information app (apps that provide information, i.e., apps with map, visualization etc)",,,If I become aware of any privacy breach,,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Disagree,Very uncomfortable,Comfortable,Very uncomfortable,Comfortable,Very uncomfortable,Very uncomfortable,
100,386,TRUE,Yes,,I prefer not to answer,,I prefer not to answer,I prefer not to answer,,Yes,,,,Other,Fg,Other,Gh,Ggvh,Other,Gvv,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neither,Neither,Neither,Neither,Neither,Neither,Fg
100,224,TRUE,Yes,India,Female,,25-34 years old,Master's degree,,Yes,,,,"Instruction from the government,Curiosity",,"Coronavirus information app (apps that provide information, i.e., apps with map, visualization etc),Self-assessment app (apps that check symptoms),Contact tracing app (apps that give you alert on any interaction with people tested positive for coronavirus)",,NA,"Once the pandemic ends,If I become aware of any privacy breach,If I get inaccurate information,If I see targeted ads,If I experience device-related issues(too much memory usage, too many notifications, too much battery drain etc.)",,Neutral,Comfortable,Very uncomfortable,Uncomfortable,Comfortable,Agree,Neutral,Agree,Disagree,Strongly disagree,Disagree,Comfortable,Comfortable,Neither,Very comfortable,Uncomfortable,Comfortable,NA
100,460,TRUE,Yes,India,Female,,25-34 years old,Bachelor's degree,,No,"For privacy concerns,It is not mandatory in my country of residence",,If privacy concerns are adequately addressed ,,,,,,,,Uncomfortable,Very uncomfortable,Very uncomfortable,Uncomfortable,Neutral,Neutral,Disagree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Uncomfortable,Comfortable,Neither,Comfortable,Uncomfortable,Very uncomfortable,
100,189,TRUE,Yes,Bangladesh,Male,,25-34 years old,Master's degree,,No,"I don't think these apps can make accurate predictions,I generally install/use very few apps",,,,,,,,,,Uncomfortable,Uncomfortable,Uncomfortable,Uncomfortable,Uncomfortable,Neutral,Neutral,Neutral,Neutral,Disagree,,Neither,Neither,Neither,Comfortable,,,useless creation..
100,253,TRUE,Yes,United States,Male,,18-24 years old,Master's degree,,Yes,,,,"Wellbeing of myself and my family,Instruction from the government,Peer pressure,Curiosity",,"Coronavirus information app (apps that provide information, i.e., apps with map, visualization etc)",,No,Once the pandemic ends,,Uncomfortable,Neutral,Neutral,Neutral,Uncomfortable,Agree,Neutral,Agree,Agree,Neutral,Disagree,Neither,Comfortable,Neither,Comfortable,Comfortable,Comfortable,Not too many
65,35,FALSE,Yes,,I prefer not to answer,,I prefer not to answer,Other,,Yes,,,,Other,,Other,,,Other,,,,,,,,,,,,,,,,,,,
100,714,TRUE,Yes,India,Female,,45-54 years old,Master's degree,,Yes,,,,Instruction from the government,,Self-assessment app (apps that check symptoms),,"There was not any particular concern, just a sense of responsibilty led me to download the app.",Once the pandemic ends,,Uncomfortable,Uncomfortable,Uncomfortable,Uncomfortable,Neutral,Neutral,Strongly disagree,Strongly disagree,Agree,Disagree,Disagree,Comfortable,Comfortable,Uncomfortable,Uncomfortable,Uncomfortable,Comfortable,I am comfortable as long as the applications are used for their intended purpose however I would not like the information to be misused for targeted advertisements or any other commercial use.
100,413,TRUE,Yes,United States,Male,,25-34 years old,Bachelor's degree,,No,"I generally install/use very few apps,Other",I didn't really know that they existed/knew what they did,"I hadn't heard of any apps, it would probably be nice if someone had recommended it to me. ",,,,,,,,Uncomfortable,Uncomfortable,Uncomfortable,Comfortable,Comfortable,Strongly agree,Neutral,Agree,Agree,Neutral,Disagree,Comfortable,Comfortable,Neither,Very comfortable,Uncomfortable,Uncomfortable,"I think it if is for the greater good to have tracking in order to trace infection spread, then that is probably worth the feeling of discomfort in ""loss of privacy"". Still, even though I think that the benefits would ultimately outweigh the discomfort and that I would do it, it still does feel pretty uncomfortable to think about."
100,621,TRUE,Yes,United States,Female,,55-64 years old,Bachelor's degree,,No,I generally install/use very few apps,,,,,,,,,,Very uncomfortable,Uncomfortable,Uncomfortable,Uncomfortable,Neutral,Agree,Neutral,Agree,Disagree,Neutral,Neutral,Uncomfortable,Comfortable,Uncomfortable,Comfortable,Very uncomfortable,Neither,
100,2114,TRUE,Yes,United States,Female,,25-34 years old,Master's degree,,No,Other,I wasn't aware any coronavirus related apps. Didn't even know it was a thing. ,Don't have any concerns. Just need the information/content provided is accurate and reliable. ,,,,,,,,Very comfortable,Very comfortable,Uncomfortable,Neutral,Very comfortable,Agree,Neutral,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Comfortable,Very comfortable,Neither,Comfortable,Uncomfortable,Neither,"I think a contact tracing app would be super helpful. But some off my concerns are: 1. I am personally comfortable with my sharing information/data, but I know people who have deep concerns about privacy. I am all for an app like this provided it is HIPAA compliant under the privacy rule(?). It would also be good to know if by signing any of the data sold to vendors for commercial purposes. 2. Another concern would be if the app is legit. I would question if it truly works. Eg: What if I do come in contact with someone with the virus but the app doesn't detect it. 3. Certain questions that come to mind before downloading an app, which may or may be relevant: Why should I choose this app over another app? Are there even similar apps out there? So far during the pandemic I have been fine without this app, do I really need it? Does it require the person whom I have been in contact with to have the app as well? 4. Does the app come with more information such as nearby testing sites or local coronavirus stats or symptoms tracker or coronavirus trending news etc.. "
100,274,TRUE,Yes,India,Male,,25-34 years old,Master's degree,,Yes,,,,Instruction from the government,,Self-assessment app (apps that check symptoms),,NA,"When it is no longer mandated by the government (local/federal),If I become aware of any privacy breach,If I experience device-related issues(too much memory usage, too many notifications, too much battery drain etc.)",,Comfortable,Uncomfortable,Uncomfortable,Comfortable,Comfortable,Neutral,Neutral,Agree,Agree,Agree,Disagree,Comfortable,Uncomfortable,Comfortable,Comfortable,Uncomfortable,Comfortable,NA
100,629,TRUE,Yes,United States,Male,,25-34 years old,Master's degree,,No,"I don't think these apps can make accurate predictions,I generally install/use very few apps",,Privacy assurance,,,,,,,,Very comfortable,Very comfortable,Very comfortable,Very comfortable,Very comfortable,Strongly agree,Strongly disagree,Neutral,Strongly disagree,Strongly agree,Strongly disagree,Very comfortable,Very comfortable,Very uncomfortable,Very comfortable,Very uncomfortable,Very comfortable,No
100,144,TRUE,Yes,India,Male,,18-24 years old,High school,,No,It is not mandatory in my country of residence,,Something that actually helps,,,,,,,,Neutral,Comfortable,Comfortable,Neutral,Very comfortable,Neutral,Disagree,Agree,Disagree,Agree,Agree,Comfortable,Neither,Uncomfortable,Comfortable,Uncomfortable,Comfortable,
100,185,TRUE,Yes,United States,Female,,35-44 years old,Master's degree,,No,It is not mandatory in my country of residence,,,,,,,,,,Comfortable,Uncomfortable,Uncomfortable,Comfortable,Uncomfortable,Agree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Comfortable,Comfortable,Neither,Uncomfortable,Uncomfortable,Uncomfortable,
100,189,TRUE,Yes,United States,Male,,55-64 years old,Bachelor's degree,,No,"I don't think these apps can make accurate predictions,I don't believe these coronavirus apps are useful,I generally install/use very few apps,For privacy concerns",,nothing,,,,,,,,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,I would probably never use and never trust them.
30,52,FALSE,Yes,United States,Male,,25-34 years old,Master's degree,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,257,FALSE,Yes,United States,Male,,18-24 years old,Master's degree,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,306,TRUE,Yes,United States,Male,,25-34 years old,Doctorate degree,,No,I generally install/use very few apps,,Privacy,,,,,,,,Uncomfortable,Neutral,Very uncomfortable,Neutral,Comfortable,Agree,Neutral,Agree,Strongly disagree,Neutral,Neutral,Comfortable,Comfortable,Uncomfortable,Comfortable,Very uncomfortable,Neither,
100,349,TRUE,Yes,,Male,,18-24 years old,High school,,No,"For device-related concerns (too much memory usage, too many notifications, too much battery drain etc.),I don't think these apps can make accurate predictions,I don't believe these coronavirus apps are useful,For privacy concerns",,That can show practical results or it can show and describe broadly how it works so that I can believe that it actually works ,,,,,,,,Uncomfortable,Uncomfortable,Uncomfortable,Uncomfortable,Comfortable,Agree,Agree,Agree,Agree,Neutral,Agree,Uncomfortable,Uncomfortable,Uncomfortable,Uncomfortable,Uncomfortable,Uncomfortable,
100,1045,TRUE,Yes,Bangladesh,Male,,18-24 years old,Bachelor's degree,,No,I don't think these apps can make accurate predictions,,"There is a shortage of acurate data in Bangladesh. If the data is realiable then, I think  it will reduce our concern.",,,,,,,,Very uncomfortable,Comfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Comfortable,Comfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Comfortable,No
5,27,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
